wiki_id,wiki_birthdate,wiki_deathdate,wiki_name,wiki_work,wiki_gender,wiki_uri
wiki_0,1936-11-30 00:00:00,1989-04-12 00:00:00,Abbie Hoffman,Woodstock Nation	Steal This Book,male,http://www.wikidata.org/entity/Q306514
wiki_1,1779-11-14 00:00:00,1850-01-20 00:00:00,Adam Oehlenschläger,The golden horns	Der er et yndigt land	Aladdin,male,http://www.wikidata.org/entity/Q168356
wiki_2,1937-01-01 00:00:00,1995-08-30 00:00:00,Adam Wiśniewski-Snerg,,male,http://www.wikidata.org/entity/Q351193
wiki_3,1929-05-16 00:00:00,2012-03-27 00:00:00,Adrienne Rich,"Diving into the Wreck: Poems 1971-1972	On Lies, Secrets and Silence	The Dream of a Common Language",female,http://www.wikidata.org/entity/Q270705
wiki_4,1785-03-07 00:00:00,1873-05-22 00:00:00,Alessandro Manzoni,The Betrothed	Il Conte di Carmagnola	Adelchi,male,http://www.wikidata.org/entity/Q1064
wiki_5,1913-12-18 00:00:00,1987-09-30 00:00:00,Alfred Bester,The Demolished Man	The Stars My Destination,male,http://www.wikidata.org/entity/Q286116
wiki_6,1944-02-09 00:00:00,,Alice Walker,The Color Purple	The Third Life of Grange Copeland	Meridian	The Temple of My Familiar	Possessing the Secret of Joy,female,http://www.wikidata.org/entity/Q215868
wiki_7,1952-02-19 00:00:00,,Amy Tan,The Joy Luck Club	The Bonesetter's Daughter,female,http://www.wikidata.org/entity/Q234989
wiki_8,1621-03-31 00:00:00,1678-08-16 00:00:00,Andrew Marvell,,male,http://www.wikidata.org/entity/Q365935
wiki_9,1928-10-31 00:00:00,2012-06-20 00:00:00,Andrew Sarris,,male,http://www.wikidata.org/entity/Q507162
wiki_10,1896-02-01 00:00:00,1966-09-28 00:00:00,André Breton,,male,http://www.wikidata.org/entity/Q161955
wiki_11,1901-11-03 00:00:00,1976-11-23 00:00:00,André Malraux,Man's Fate,male,http://www.wikidata.org/entity/Q151164
wiki_12,1907-09-23 00:00:00,1998-04-27 00:00:00,Anne Desclos,,female,http://www.wikidata.org/entity/Q253288
wiki_13,1917-02-25 00:00:00,1993-11-22 00:00:00,Anthony Burgess,,male,http://www.wikidata.org/entity/Q217619
wiki_14,1863-03-03 00:00:00,1947-12-15 00:00:00,Arthur Machen,,male,http://www.wikidata.org/entity/Q540166
wiki_15,1907-11-14 00:00:00,2002-01-28 00:00:00,Astrid Lindgren,Pippi Longstocking	Emil i Lönneberga	Karlsson-on-the-Roof	The Six Bullerby Children	Bill Bergson,female,http://www.wikidata.org/entity/Q55767
wiki_16,1849-01-22 00:00:00,1912-05-14 00:00:00,August Strindberg,The Red Room	The Father	Miss Julie	Inferno	To Damascus	A Dream Play,male,http://www.wikidata.org/entity/Q7724
wiki_17,1931-03-16 00:00:00,2009-05-02 00:00:00,Augusto Boal,,male,http://www.wikidata.org/entity/Q434805
wiki_18,1928-06-19 00:00:00,2002-03-31 00:00:00,Barry Took,,male,http://www.wikidata.org/entity/Q4864842
wiki_19,1572-06-21 00:00:00,1637-08-06 00:00:00,Ben Jonson,,male,http://www.wikidata.org/entity/Q193857
wiki_20,1878-01-06 00:00:00,1967-07-22 00:00:00,Carl Sandburg,,male,http://www.wikidata.org/entity/Q193608
wiki_21,1929-01-02 00:00:00,1967-02-21 00:00:00,Charles Beaumont,,male,http://www.wikidata.org/entity/Q2958511
wiki_22,1924-11-21 00:00:00,,Christopher Tolkien,,male,http://www.wikidata.org/entity/Q82032
wiki_23,1320-00-00 00:00:00,1350-01-01 00:00:00,Dafydd ap Gwilym,,male,http://www.wikidata.org/entity/Q517287
wiki_24,1922-09-19 00:00:00,2002-04-15 00:00:00,Damon Knight,Orbit	Hell's Pavement,male,http://www.wikidata.org/entity/Q534599
wiki_25,1931-07-07 00:00:00,2009-06-02 00:00:00,David Eddings,The Belgariad,male,http://www.wikidata.org/entity/Q354888
wiki_26,1962-02-21 00:00:00,2008-09-12 00:00:00,David Foster Wallace,Infinite Jest	The Pale King	A Supposedly Fun Thing I'll Never Do Again	Brief Interviews with Hideous Men	The Broom of the System	Everything and More	Oblivion: Stories,male,http://www.wikidata.org/entity/Q313246
wiki_27,1895-11-01 00:00:00,1974-10-28 00:00:00,David Jones,,male,http://www.wikidata.org/entity/Q725689
wiki_28,1952-11-28 00:00:00,,David Zindell,,male,http://www.wikidata.org/entity/Q1177322
wiki_29,1934-08-16 00:00:00,2011-03-26 00:00:00,Diana Wynne Jones,,female,http://www.wikidata.org/entity/Q236829
wiki_30,1904-10-21 00:00:00,1977-02-01 00:00:00,Edmond Hamilton,,male,http://www.wikidata.org/entity/Q1285626
wiki_31,1896-11-01 00:00:00,1974-01-20 00:00:00,Edmund Blunden,,male,http://www.wikidata.org/entity/Q725559
wiki_32,1885-08-15 00:00:00,1968-04-16 00:00:00,Edna Ferber,Personality Plus	Our Mrs. McChesney	So Big	Show Boat	Cimarron	American Beauty	Saratoga Trunk	Come and Get It,female,http://www.wikidata.org/entity/Q283496
wiki_33,1928-03-12 00:00:00,2016-09-16 00:00:00,Edward Albee,"Who's Afraid of Virginia Woolf?	The Goat, or Who Is Sylvia?",male,http://www.wikidata.org/entity/Q219420
wiki_34,1878-03-03 00:00:00,1917-04-09 00:00:00,Edward Thomas,,male,http://www.wikidata.org/entity/Q1293865
wiki_35,1810-09-29 00:00:00,1865-11-12 00:00:00,Elizabeth Gaskell,,female,http://www.wikidata.org/entity/Q229226
wiki_36,1959-12-16 00:00:00,,Eric Corley,,male,http://www.wikidata.org/entity/Q768414
wiki_37,1885-10-30 00:00:00,1972-11-01 00:00:00,Ezra Pound,,male,http://www.wikidata.org/entity/Q163366
wiki_38,1895-02-06 00:00:00,1978-04-20 00:00:00,Ferdinand Peroutka,,male,http://www.wikidata.org/entity/Q571680
wiki_39,1873-12-17 00:00:00,1939-06-26 00:00:00,Ford Madox Ford,,male,http://www.wikidata.org/entity/Q537112
wiki_40,1752-06-13 00:00:00,1840-01-06 00:00:00,Frances Burney,Evelina	Cecilia	Camilla	The Wanderer,female,http://www.wikidata.org/entity/Q259530
wiki_41,1431-04-01 00:00:00,1463-00-00 00:00:00,François Villon,Ballade des pendus,male,http://www.wikidata.org/entity/Q849
wiki_42,1906-10-29 00:00:00,1972-03-11 00:00:00,Fredric Brown,The Fabulous Clipjoint	Arena,male,http://www.wikidata.org/entity/Q363227
wiki_43,1947-01-10 00:00:00,2002-04-27 00:00:00,George Alec Effinger,When Gravity Fails,male,http://www.wikidata.org/entity/Q550614
wiki_44,1677-00-00 00:00:00,1707-04-29 00:00:00,George Farquhar,,male,http://www.wikidata.org/entity/Q517634
wiki_45,1936-03-07 00:00:00,1982-03-03 00:00:00,Georges Perec,,male,http://www.wikidata.org/entity/Q157303
wiki_46,1146-00-00 00:00:00,1000-00-00 00:00:00,Gerald of Wales,,male,http://www.wikidata.org/entity/Q357824
wiki_47,1933-03-13 00:00:00,2009-12-24 00:00:00,Gero von Wilpert,,male,http://www.wikidata.org/entity/Q78254
wiki_48,1951-08-20 00:00:00,,Greg Bear,Blood Music,male,http://www.wikidata.org/entity/Q317491
wiki_49,1941-01-30 00:00:00,,Gregory Benford,If the Stars Are Gods	Timescape,male,http://www.wikidata.org/entity/Q358312
wiki_50,1954-11-07 00:00:00,,Guy Gavriel Kay,The Summer Tree	Tigana,male,http://www.wikidata.org/entity/Q95099
wiki_51,1949-06-14 00:00:00,,Harry Turtledove,The Guns of the South	The Two Georges,male,http://www.wikidata.org/entity/Q455780
wiki_52,1887-01-13 00:00:00,1917-07-31 00:00:00,Hedd Wyn,,male,http://www.wikidata.org/entity/Q1388537
wiki_53,1799-05-20 00:00:00,1850-08-18 00:00:00,Honoré de Balzac,Le Pere Goriot	La Comédie humaine	Illusions perdues	Eugénie Grandet	Splendeurs et misères des courtisanes	La Peau de chagrin	Les Chouans,male,http://www.wikidata.org/entity/Q9711
wiki_54,1886-01-14 00:00:00,1947-09-26 00:00:00,Hugh Lofting,,male,http://www.wikidata.org/entity/Q560015
wiki_55,1958-09-27 00:00:00,,Irvine Welsh,Trainspotting	The Acid House,male,http://www.wikidata.org/entity/Q178403
wiki_56,1884-11-24 00:00:00,1970-05-07 00:00:00,Jack Jones,,male,http://www.wikidata.org/entity/Q3403530
wiki_57,1876-01-12 00:00:00,1916-11-22 00:00:00,Jack London,The Call of the Wild	The People of the Abyss	The Sea-Wolf	White Fang	The Roads	To Build a Fire	Martin Eden	The Valley of the Moon	The Star Rover,male,http://www.wikidata.org/entity/Q45765
wiki_58,1935-04-14 00:00:00,,Jack McDevitt,,male,http://www.wikidata.org/entity/Q715241
wiki_59,1928-04-07 00:00:00,1999-08-23 00:00:00,James White,Second Ending	The Escape Orbit,male,http://www.wikidata.org/entity/Q586756
wiki_60,1941-03-28 00:00:00,,Jeffrey Masson,,male,http://www.wikidata.org/entity/Q1399625
wiki_61,1933-08-11 00:00:00,1999-01-14 00:00:00,Jerzy Grotowski,,male,http://www.wikidata.org/entity/Q332618
wiki_62,1766-07-09 00:00:00,1838-04-17 00:00:00,Johanna Schopenhauer,,female,http://www.wikidata.org/entity/Q61440
wiki_63,1938-01-17 00:00:00,1991-03-08 00:00:00,John Bellairs,The Face in the Frost	Johnny Dixon Series	Lewis Barnavelt,male,http://www.wikidata.org/entity/Q709295
wiki_64,1628-11-30 00:00:00,1688-08-31 00:00:00,John Bunyan,The Pilgrim's Progress,male,http://www.wikidata.org/entity/Q108206
wiki_65,1867-08-14 00:00:00,1933-01-31 00:00:00,John Galsworthy,,male,http://www.wikidata.org/entity/Q82248
wiki_66,1947-10-03 00:00:00,2018-02-07 00:00:00,John Perry Barlow,A Declaration of the Independence of Cyberspace,male,http://www.wikidata.org/entity/Q534428
wiki_67,1922-11-16 00:00:00,2010-06-18 00:00:00,José Saramago,The Gospel According to Jesus Christ	Blindness	Seeing	Death with Interruptions	Cain,male,http://www.wikidata.org/entity/Q37060
wiki_68,1817-02-21 00:00:00,1893-01-23 00:00:00,José Zorrilla,Don Juan Tenorio,male,http://www.wikidata.org/entity/Q331863
wiki_69,1890-01-09 00:00:00,1938-12-25 00:00:00,Karel Čapek,Zářivé hlubiny	Krakonošova zahrada	Boží muka	The Absolute at Large	Krakatit	The Gardener's Year	Hordubal	War with the Newts	První parta	Život a dílo skladatele Foltýna	Lásky hra osudná	R.U.R.	Pictures from the Insects' Life	The Makropulos Affair	Adam stvořitel	The White Disease	The Mother,male,http://www.wikidata.org/entity/Q155855
wiki_70,1850-02-08 00:00:00,1904-08-22 00:00:00,Kate Chopin,The Awakening	At the Cadian Ball,female,http://www.wikidata.org/entity/Q230476
wiki_71,1962-03-27 00:00:00,,Kevin J. Anderson,,male,http://www.wikidata.org/entity/Q339577
wiki_72,1907-11-27 00:00:00,2000-11-06 00:00:00,Lyon Sprague de Camp,,male,http://www.wikidata.org/entity/Q316313
wiki_73,1911-05-29 00:00:00,1970-01-15 00:00:00,Leah Goldberg,,female,http://www.wikidata.org/entity/Q138007
wiki_74,1915-12-07 00:00:00,1978-03-18 00:00:00,Leigh Brackett,,female,http://www.wikidata.org/entity/Q298242
wiki_75,1924-01-30 00:00:00,2007-05-17 00:00:00,Lloyd Alexander,The Chronicles of Prydain	Westmark,male,http://www.wikidata.org/entity/Q366643
wiki_76,1931-09-19 00:00:00,,Lloyd deMause,,male,http://www.wikidata.org/entity/Q676269
wiki_77,1713-04-11 00:00:00,1762-06-26 00:00:00,Luise Gottsched,,female,http://www.wikidata.org/entity/Q65863
wiki_78,1945-07-26 00:00:00,,M. John Harrison,,male,http://www.wikidata.org/entity/Q963799
wiki_79,1862-08-01 00:00:00,1936-06-12 00:00:00,M. R. James,,male,http://www.wikidata.org/entity/Q963715
wiki_80,1768-01-01 00:00:00,1849-05-22 00:00:00,Maria Edgeworth,,female,http://www.wikidata.org/entity/Q237575
wiki_81,1930-06-03 00:00:00,1999-09-25 00:00:00,Marion Zimmer Bradley,Falcons of Narabedla	The Door Through Space	The Firebrand	The Mists of Avalon	The Forest House	Lady of Avalon	Priestess of Avalon	Ancestors of Avalon	The Planet Savers	The Sword of Aldones	The Bloody Sun	Star of Danger	The Winds of Darkover	The World Wreckers	Darkover Landfall	The Spell Sword	The Heritage of Hastur	The Shattered Chain	The Forbidden Tower	Stormqueen!	Two to Conquer	The Keeper's Price	Sharra's Exile	Hawkmistress!	Sword of Chaos	Thendara House	City of Sorcery	Free Amazons of Darkover	The Other Side of the Mirror	Red Sun of Darkover	Four Moons of Darkover	The Heirs of Hammerfell	Domains of Darkover	Renunciates of Darkover	Leroni of Darkover	Rediscovery	Towers of Darkover	Marion Zimmer Bradley's Darkover	Snows of Darkover	Exile's Song	The Shadow Matrix	Traitor's Sun	The Fall of Neskaya	A Flame in Hali	The Alton Gift	Hastur Lord,female,http://www.wikidata.org/entity/Q465179
wiki_82,1917-11-22 00:00:00,1995-12-06 00:00:00,Melvin Kranzberg,,male,http://www.wikidata.org/entity/Q1919788
wiki_83,1950-06-24 00:00:00,,Mercedes Lackey,,female,http://www.wikidata.org/entity/Q298234
wiki_84,1961-11-15 00:00:00,2013-01-06 00:00:00,Metin Kaçan,,male,http://www.wikidata.org/entity/Q4832882
wiki_85,1509-01-01 00:00:00,1557-04-19 00:00:00,Mikael Agricola,,male,http://www.wikidata.org/entity/Q215346
wiki_86,1929-04-01 00:00:00,,Milan Kundera,The Joke	The Book of Laughter and Forgetting	The Unbearable Lightness of Being,male,http://www.wikidata.org/entity/Q93166
wiki_87,1905-07-10 00:00:00,2002-05-28 00:00:00,Mildred Benson,,female,http://www.wikidata.org/entity/Q3814719
wiki_88,1622-01-15 00:00:00,1673-02-17 00:00:00,Molière,Les Fourberies de Scapin	Le Bourgeois gentilhomme	The Imaginary Invalid	The Misanthrope	Tartuffe	Dom Juan	The School for Wives	The Imaginary Cuckold	Psyché (tragédie-ballet)	The Miser	Le Médecin volant,male,http://www.wikidata.org/entity/Q687
wiki_89,1896-06-16 00:00:00,1975-06-08 00:00:00,Murray Leinster,,male,http://www.wikidata.org/entity/Q550449
wiki_90,1862-09-11 00:00:00,1910-06-05 00:00:00,O. Henry,,male,http://www.wikidata.org/entity/Q172788
wiki_91,1728-11-10 00:00:00,1774-04-04 00:00:00,Oliver Goldsmith,,male,http://www.wikidata.org/entity/Q236236
wiki_92,-0043-03-20 00:00:00,0017-00-00 00:00:00,Ovid,Metamorphoses	Heroides	Ibis,male,http://www.wikidata.org/entity/Q7198
wiki_93,1909-11-10 00:00:00,1970-08-19 00:00:00,Paweł Jasienica,,male,http://www.wikidata.org/entity/Q2500770
wiki_94,1753-05-08 00:00:00,1784-12-05 00:00:00,Phillis Wheatley,"Poems on Various Subjects, Religious and Moral",female,http://www.wikidata.org/entity/Q257911
wiki_95,1914-11-07 00:00:00,2002-03-18 00:00:00,R. A. Lafferty,,male,http://www.wikidata.org/entity/Q982489
wiki_96,1914-03-01 00:00:00,1994-04-16 00:00:00,Ralph Ellison,Invisible Man,male,http://www.wikidata.org/entity/Q299965
wiki_97,1903-02-21 00:00:00,1976-10-25 00:00:00,Raymond Queneau,,male,http://www.wikidata.org/entity/Q218690
wiki_98,1908-09-04 00:00:00,1960-11-28 00:00:00,Richard Wright,Uncle Tom's Children	Native Son	Black Boy	The Outsider,male,http://www.wikidata.org/entity/Q319820
wiki_99,1916-09-13 00:00:00,1990-11-23 00:00:00,Roald Dahl,"Charlie and the Chocolate Factory	James and the Giant Peach	Fantastic Mr Fox	Matilda	The Witches	The Twits	The BFG	The Gremlins	George's Marvellous Medicine	Danny, the Champion of the World	Charlie and the Great Glass Elevator",male,http://www.wikidata.org/entity/Q25161
wiki_100,1946-06-28 00:00:00,2008-05-22 00:00:00,Robert Asprin,,male,http://www.wikidata.org/entity/Q976059
wiki_101,1895-07-24 00:00:00,1985-12-07 00:00:00,Robert Graves,"I, Claudius",male,http://www.wikidata.org/entity/Q201732
wiki_102,1927-05-25 00:00:00,2001-03-12 00:00:00,Robert Ludlum,Bourne Trilogy,male,http://www.wikidata.org/entity/Q224113
wiki_103,1942-06-18 00:00:00,2013-04-04 00:00:00,Roger Ebert,,male,http://www.wikidata.org/entity/Q212173
wiki_104,1937-05-13 00:00:00,1995-06-14 00:00:00,Roger Zelazny,"Lord of Light	The Chronicles of Amber	Isle of the Dead	The Doors of His Face, The Lamps of His Mouth, and Other Stories	Doorways in the Sand	Eye of Cat	Unicorn Variations	A Night in the Lonesome October",male,http://www.wikidata.org/entity/Q295406
wiki_105,1870-12-18 00:00:00,1916-11-13 00:00:00,Sakura,,male,http://www.wikidata.org/entity/Q311526
wiki_106,1947-06-19 00:00:00,,Salman Rushdie,The Satanic Verses,male,http://www.wikidata.org/entity/Q44306
wiki_107,1709-09-18 00:00:00,1784-12-13 00:00:00,Samuel Johnson,,male,http://www.wikidata.org/entity/Q183266
wiki_108,1915-06-10 00:00:00,2005-04-05 00:00:00,Saul Bellow,The Adventures of Augie March	Herzog	Henderson the Rain King,male,http://www.wikidata.org/entity/Q83059
wiki_109,1939-04-13 00:00:00,2013-08-30 00:00:00,Seamus Heaney,Death of a Naturalist	District and Circle	Human Chain,male,http://www.wikidata.org/entity/Q93356
wiki_110,1888-07-17 00:00:00,1970-02-17 00:00:00,Shmuel Yosef Agnon,Tel ou tel	The Bridal Canopy	Invité pour la Nuit	Those Were the Days	Une histoire simple	Days of Awe,male,http://www.wikidata.org/entity/Q133042
wiki_111,1886-09-08 00:00:00,1967-09-01 00:00:00,Siegfried Sassoon,Memoirs of a Fox-Hunting Man,male,http://www.wikidata.org/entity/Q363729
wiki_112,1882-05-20 00:00:00,1949-06-10 00:00:00,Sigrid Undset,,female,http://www.wikidata.org/entity/Q80889
wiki_113,1885-02-07 00:00:00,1951-01-10 00:00:00,Sinclair Lewis,It Can't Happen Here,male,http://www.wikidata.org/entity/Q123469
wiki_114,1942-11-07 00:00:00,2002-12-09 00:00:00,Stan Rice,,male,http://www.wikidata.org/entity/Q941337
wiki_115,1930-05-11 00:00:00,1995-05-31 00:00:00,Stanley Elkin,,male,http://www.wikidata.org/entity/Q3968234
wiki_116,1947-08-12 00:00:00,,Stefano Benni,,male,http://www.wikidata.org/entity/Q561116
wiki_117,1957-11-13 00:00:00,,Stephen Baxter,Xeelee Sequence	Manifold Trilogy	The Long Earth	The Time Ships,male,http://www.wikidata.org/entity/Q314416
wiki_118,1871-11-01 00:00:00,1900-06-05 00:00:00,Stephen Crane,The Red Badge of Courage,male,http://www.wikidata.org/entity/Q206534
wiki_119,1955-11-23 00:00:00,,Steven Brust,,male,http://www.wikidata.org/entity/Q1780503
wiki_120,1902-09-20 00:00:00,1971-03-07 00:00:00,Stevie Smith,,female,http://www.wikidata.org/entity/Q468344
wiki_121,1842-03-18 00:00:00,1898-09-09 00:00:00,Stéphane Mallarmé,,male,http://www.wikidata.org/entity/Q767
wiki_122,0070-00-00 00:00:00,0126-00-00 00:00:00,Suetonius,The Twelve Caesars,male,http://www.wikidata.org/entity/Q10133
wiki_123,1839-03-16 00:00:00,1907-09-06 00:00:00,Sully Prudhomme,,male,http://www.wikidata.org/entity/Q42247
wiki_124,-0543-01-01 00:00:00,-0495-01-01 00:00:00,Sun Tzu,,male,http://www.wikidata.org/entity/Q37151
wiki_125,1935-05-23 00:00:00,,Susan Cooper,The Dark Is Rising Sequence,female,http://www.wikidata.org/entity/Q236848
wiki_126,1932-10-27 00:00:00,1963-02-11 00:00:00,Sylvia Plath,The Bell Jar	Ariel,female,http://www.wikidata.org/entity/Q133054
wiki_127,1906-05-29 00:00:00,1964-01-17 00:00:00,T. H. White,,male,http://www.wikidata.org/entity/Q453410
wiki_128,1949-03-24 00:00:00,,Tabitha King,,female,http://www.wikidata.org/entity/Q284287
wiki_129,1930-08-17 00:00:00,1998-10-28 00:00:00,Ted Hughes,,male,http://www.wikidata.org/entity/Q272194
wiki_130,1944-01-08 00:00:00,,Terry Brooks,,male,http://www.wikidata.org/entity/Q318845
wiki_131,1948-04-28 00:00:00,2015-03-12 00:00:00,Terry Pratchett,Good Omens	Nation	Discworld books,male,http://www.wikidata.org/entity/Q46248
wiki_132,1918-02-26 00:00:00,1985-05-08 00:00:00,Theodore Sturgeon,"More Than Human	Microcosmic God	I, Libertine",male,http://www.wikidata.org/entity/Q240253
wiki_133,1716-12-26 00:00:00,1771-07-30 00:00:00,Thomas Gray,,male,http://www.wikidata.org/entity/Q315516
wiki_134,1840-06-02 00:00:00,1928-01-11 00:00:00,Thomas Hardy,Tess of the d'Urbervilles	Far from the Madding Crowd	Jude the Obscure,male,http://www.wikidata.org/entity/Q132805
wiki_135,1875-06-06 00:00:00,1955-08-12 00:00:00,Thomas Mann,"Buddenbrooks	The Magic Mountain	Death in Venice	Joseph and His Brothers	Lotte in Weimar: The Beloved Returns	Royal Highness	Doctor Faustus	The Holy Sinner	Confessions of Felix Krull	Tristan	Tonio Kröger	Mario and the Magician	Reflections of an Unpolitical Man	Gefallen	Disillusionment	Little Herr Friedemann	The Clown	Tobias Mindernickel	The Wardrobe	Luischen	The Road to the Churchyard	Gladius Dei	Fiorenza	The Child Prodigy	Anekdote	Railway Accident	The Fight between Jappe and the Do Escobar	A Man and His Dog	The Blood of the Walsungs	Disorder and Early Sorrow	The Transposed Heads	The Tables of the Law	The Black Swan	Die Lösung der Judenfrage	The German Republic	The Problem of Freedom	Listen, Germany!	Germany and the Germans	The Coming Victory of Democracy",male,http://www.wikidata.org/entity/Q37030
wiki_136,1897-04-17 00:00:00,1975-12-07 00:00:00,Thornton Wilder,,male,http://www.wikidata.org/entity/Q155087
wiki_137,1811-08-30 00:00:00,1872-10-23 00:00:00,Théophile Gautier,,male,http://www.wikidata.org/entity/Q183713
wiki_138,1952-02-29 00:00:00,,Tim Powers,,male,http://www.wikidata.org/entity/Q363810
wiki_139,1947-04-12 00:00:00,2013-10-01 00:00:00,Tom Clancy,Threat Vector	The Hunt for Red October,male,http://www.wikidata.org/entity/Q105167
wiki_140,1937-07-03 00:00:00,,Tom Stoppard,,male,http://www.wikidata.org/entity/Q294773
wiki_141,1931-02-18 00:00:00,,Toni Morrison,The Bluest Eye	Sula	Song of Solomon	Tar Baby	Beloved	Jazz	Paradise	Love	A Mercy	Home	God Help the Child,female,http://www.wikidata.org/entity/Q72334
wiki_142,1942-06-02 00:00:00,,Tony Buzan,,male,http://www.wikidata.org/entity/Q324925
wiki_143,1544-03-11 00:00:00,1595-04-25 00:00:00,Torquato Tasso,,male,http://www.wikidata.org/entity/Q168962
wiki_144,1914-08-09 00:00:00,2001-06-27 00:00:00,Tove Jansson,The Moomins	Moomin comic strips,female,http://www.wikidata.org/entity/Q102071
wiki_145,1896-04-16 00:00:00,1963-12-25 00:00:00,Tristan Tzara,Handkerchief of Clouds,male,http://www.wikidata.org/entity/Q16409
wiki_146,1929-10-21 00:00:00,2018-01-22 00:00:00,Ursula K. Le Guin,Earthsea series	Hainish Cycle	The Lathe of Heaven	The Eye of the Heron	Malafrena	The Beginning Place	Always Coming Home	Annals of the Western Shore	Lavinia	Catwings series	The Language of the Night	Dancing at the Edge of the World	Steering the Craft,female,http://www.wikidata.org/entity/Q181659
wiki_147,1936-04-09 00:00:00,1988-04-25 00:00:00,Valerie Solanas,SCUM Manifesto	Performing Scum	SCUM manifesto [Images animées],female,http://www.wikidata.org/entity/Q11093
wiki_148,1944-10-02 00:00:00,,Vernor Vinge,True Names	A Fire Upon the Deep,male,http://www.wikidata.org/entity/Q312405
wiki_149,1546-01-01 00:00:00,1591-07-22 00:00:00,Veronica Franco,,female,http://www.wikidata.org/entity/Q257493
wiki_150,1898-04-26 00:00:00,1984-12-14 00:00:00,Vicente Aleixandre,,male,http://www.wikidata.org/entity/Q134644
wiki_151,1953-09-05 00:00:00,,Victor Davis Hanson,,male,http://www.wikidata.org/entity/Q1276395
wiki_152,1802-02-26 00:00:00,1885-05-22 00:00:00,Victor Hugo,Les Misérables	The Hunchback of Notre Dame,male,http://www.wikidata.org/entity/Q535
wiki_153,-0070-10-15 00:00:00,-0019-09-21 00:00:00,Virgil,Eclogues	Georgics	Aeneid,male,http://www.wikidata.org/entity/Q1398
wiki_154,1882-01-25 00:00:00,1941-03-28 00:00:00,Virginia Woolf,To the Lighthouse	Mrs Dalloway	Orlando: A Biography	A Room of One's Own,female,http://www.wikidata.org/entity/Q40909
wiki_155,1899-04-10 00:00:00,1977-07-02 00:00:00,Vladimir Nabokov,"The Defense	The Real Life of Sebastian Knight	Lolita	Pale Fire	Speak, Memory",male,http://www.wikidata.org/entity/Q36591
wiki_156,1694-11-21 00:00:00,1778-05-30 00:00:00,Voltaire,Candide	Zadig	Zaïre,male,http://www.wikidata.org/entity/Q9068
wiki_157,1916-05-28 00:00:00,1990-05-10 00:00:00,Walker Percy,,male,http://www.wikidata.org/entity/Q176909
wiki_158,1819-05-31 00:00:00,1892-03-26 00:00:00,Walt Whitman,Leaves of Grass	O Captain! My Captain!,male,http://www.wikidata.org/entity/Q81438
wiki_159,1554-00-00 00:00:00,1618-10-29 00:00:00,Walter Raleigh,,male,http://www.wikidata.org/entity/Q189144
wiki_160,1943-06-26 00:00:00,,Warren Farrell,The Myth of Male Power,male,http://www.wikidata.org/entity/Q963920
wiki_161,1893-03-18 00:00:00,1918-11-04 00:00:00,Wilfred Owen,,male,http://www.wikidata.org/entity/Q212719
wiki_162,1832-04-15 00:00:00,1908-01-09 00:00:00,Wilhelm Busch,,male,http://www.wikidata.org/entity/Q109540
wiki_163,1786-02-24 00:00:00,1859-12-16 00:00:00,Wilhelm Grimm,,male,http://www.wikidata.org/entity/Q6714
wiki_164,1757-11-28 00:00:00,1827-08-12 00:00:00,William Blake,The Marriage of Heaven and Hell	And did those feet in ancient time	Songs of Innocence and of Experience,male,http://www.wikidata.org/entity/Q41513
wiki_165,1883-09-17 00:00:00,1963-03-04 00:00:00,William Carlos Williams,Paterson,male,http://www.wikidata.org/entity/Q178106
wiki_166,1670-01-24 00:00:00,1729-01-19 00:00:00,William Congreve,,male,http://www.wikidata.org/entity/Q366805
wiki_167,1928-03-06 00:00:00,,William F. Nolan,,male,http://www.wikidata.org/entity/Q2578761
wiki_168,1897-09-25 00:00:00,1962-07-06 00:00:00,William Faulkner,"The Sound and the Fury	As I Lay Dying	Light in August	Absalom, Absalom!	A Rose for Emily",male,http://www.wikidata.org/entity/Q38392
wiki_169,1948-03-17 00:00:00,,William Gibson,Neuromancer,male,http://www.wikidata.org/entity/Q188987
wiki_170,1911-09-19 00:00:00,1993-06-19 00:00:00,William Golding,Lord of the Flies,male,http://www.wikidata.org/entity/Q44183
wiki_171,1931-08-12 00:00:00,,William Goldman,Dread Pirate Roberts,male,http://www.wikidata.org/entity/Q506885
wiki_172,1811-07-18 00:00:00,1863-12-24 00:00:00,William Makepeace Thackeray,Vanity Fair,male,http://www.wikidata.org/entity/Q167768
wiki_173,1914-02-05 00:00:00,1997-08-02 00:00:00,William S. Burroughs,Naked Lunch	Nova Express,male,http://www.wikidata.org/entity/Q188176
wiki_174,1908-08-31 00:00:00,1981-05-18 00:00:00,William Saroyan,The Time of Your Life	My Name Is Aram	The Human Comedy,male,http://www.wikidata.org/entity/Q207356
wiki_175,1770-04-07 00:00:00,1850-04-23 00:00:00,William Wordsworth,The Prelude,male,http://www.wikidata.org/entity/Q45546
wiki_176,1923-07-02 00:00:00,2012-02-01 00:00:00,Wisława Szymborska,,female,http://www.wikidata.org/entity/Q42552
wiki_177,1904-08-04 00:00:00,1969-07-24 00:00:00,Witold Gombrowicz,Ferdydurke	Trans-Atlantyk	Cosmos	Pornografia	The Marriage,male,http://www.wikidata.org/entity/Q275175
wiki_178,1934-07-13 00:00:00,,Wole Soyinka,,male,http://www.wikidata.org/entity/Q41488
