wiki_id,wiki_birthdate,wiki_deathdate,wiki_name,wiki_work,wiki_gender,wiki_uri
wiki_9779,1977-09-14 00:00:00,,Zack Hample,,male,http://www.wikidata.org/entity/Q8064081
wiki_9780,1954-02-22 00:00:00,,Éilís Ní Dhuibhne,,female,http://www.wikidata.org/entity/Q8078168
wiki_9781,1964-06-18 00:00:00,,Éric Chevillard,,male,http://www.wikidata.org/entity/Q2602743
wiki_9782,1956-04-05 00:00:00,,Aleksandr Bushkov,,male,http://www.wikidata.org/entity/Q1959490
wiki_9783,1972-01-01 00:00:00,,Anthony Eaton,,male,http://www.wikidata.org/entity/Q4772443
wiki_9784,1941-07-28 00:00:00,2018-02-12 00:00:00,Bill Crider,,male,http://www.wikidata.org/entity/Q4908614
wiki_9785,1961-02-15 00:00:00,,Bobby Pearce,,male,http://www.wikidata.org/entity/Q4935453
wiki_9786,1968-05-05 00:00:00,,Brian Van Flandern,,male,http://www.wikidata.org/entity/Q23760696
wiki_9787,1962-08-16 00:00:00,,Christian Cameron,,male,http://www.wikidata.org/entity/Q5109397
wiki_9788,1955-08-05 00:00:00,,Christine Harris,,female,http://www.wikidata.org/entity/Q5111048
wiki_9789,1969-06-13 00:00:00,,Gerwin van der Werf,,male,http://www.wikidata.org/entity/Q2933875
wiki_9790,1959-06-05 00:00:00,,Hansjörg Göritz,,male,http://www.wikidata.org/entity/Q98539
wiki_9791,1948-01-01 00:00:00,,Howard Blum,,male,http://www.wikidata.org/entity/Q14954776
wiki_9792,1969-12-07 00:00:00,,James Francis Brown,,male,http://www.wikidata.org/entity/Q6134146
wiki_9793,1962-01-01 00:00:00,,Jeffrey Renard Allen,,male,http://www.wikidata.org/entity/Q6176228
wiki_9794,1981-10-01 00:00:00,,Jonah Bokaer,,male,http://www.wikidata.org/entity/Q63478
wiki_9795,1827-11-08 00:00:00,1886-10-26 00:00:00,José Bonifácio the Younger,,male,http://www.wikidata.org/entity/Q6291724
wiki_9796,1956-06-26 00:00:00,,Kerry Spackman,,male,http://www.wikidata.org/entity/Q6394665
wiki_9797,1968-02-28 00:00:00,,Laura Bynum,,female,http://www.wikidata.org/entity/Q6498764
wiki_9798,1962-01-01 00:00:00,,Maxine McArthur,,female,http://www.wikidata.org/entity/Q15438716
wiki_9799,1961-09-17 00:00:00,,Michael J. Sullivan,,male,http://www.wikidata.org/entity/Q6831515
wiki_9800,1973-02-10 00:00:00,,Núria Añó,,female,http://www.wikidata.org/entity/Q2757124
wiki_9801,1927-06-21 00:00:00,2002-07-17 00:00:00,Ogden Kraut,,male,http://www.wikidata.org/entity/Q16015543
wiki_9802,1839-12-13 00:00:00,1884-07-16 00:00:00,Pedro Luís Pereira de Sousa,,male,http://www.wikidata.org/entity/Q10347574
wiki_9803,1968-01-16 00:00:00,,Rebecca Stead,When You Reach Me	First Light,female,http://www.wikidata.org/entity/Q7301942
wiki_9804,1934-07-01 00:00:00,,René-Victor Pilhes,,male,http://www.wikidata.org/entity/Q1238567
wiki_9805,1953-10-28 00:00:00,,Richard A. Lovett,,male,http://www.wikidata.org/entity/Q7323582
wiki_9806,1948-06-01 00:00:00,,Wayne Caldwell,,male,http://www.wikidata.org/entity/Q7976073
wiki_9807,1951-09-29 00:00:00,,William Dietrich,,male,http://www.wikidata.org/entity/Q3045157
wiki_9808,1960-01-05 00:00:00,,Yuyutsu Sharma,,male,http://www.wikidata.org/entity/Q8062237
wiki_9809,1921-12-13 00:00:00,1997-04-07 00:00:00,Aaron Kramer,,male,http://www.wikidata.org/entity/Q4662156
wiki_9810,1859-03-30 00:00:00,1884-05-02 00:00:00,Adelino Fontoura,,male,http://www.wikidata.org/entity/Q3893147
wiki_9811,1971-01-26 00:00:00,,Adrian Dawson,,male,http://www.wikidata.org/entity/Q4684972
wiki_9812,1926-03-18 00:00:00,,Akkitham Achuthan Namboothiri,,male,http://www.wikidata.org/entity/Q4701384
wiki_9813,1967-01-01 00:00:00,,Alan Lawrence Sitomer,,male,http://www.wikidata.org/entity/Q4707128
wiki_9814,1972-09-05 00:00:00,,Albert Tam,,male,http://www.wikidata.org/entity/Q4711308
wiki_9815,1931-03-21 00:00:00,2009-11-01 00:00:00,Alda Merini,,female,http://www.wikidata.org/entity/Q241087
wiki_9816,1967-06-04 00:00:00,,Alexandra Milton,,female,http://www.wikidata.org/entity/Q15434562
wiki_9817,1966-01-01 00:00:00,,Ali Sparkes,The Shapeshifter,female,http://www.wikidata.org/entity/Q2521135
wiki_9818,1991-06-19 00:00:00,,Alyssa Pierce,,female,http://www.wikidata.org/entity/Q4738774
wiki_9819,1964-11-01 00:00:00,,Aminatta Forna,,female,http://www.wikidata.org/entity/Q3614333
wiki_9820,1952-01-01 00:00:00,,Andrea Hairston,,female,http://www.wikidata.org/entity/Q4755115
wiki_9821,1943-09-05 00:00:00,2017-10-24 00:00:00,Andrew W. Lewis,Royal succession in Capetian France,male,http://www.wikidata.org/entity/Q4758811
wiki_9822,1965-01-28 00:00:00,,Andrey Dashkov,,male,http://www.wikidata.org/entity/Q4155510
wiki_9823,1970-08-27 00:00:00,,Ann Aguirre,,female,http://www.wikidata.org/entity/Q4766205
wiki_9824,1958-02-13 00:00:00,,Anna Jansson,,female,http://www.wikidata.org/entity/Q462283
wiki_9825,1971-11-10 00:00:00,,Anne Fortier,,female,http://www.wikidata.org/entity/Q4768346
wiki_9826,1980-02-19 00:00:00,,Anne Marie Miller,,female,http://www.wikidata.org/entity/Q4768470
wiki_9827,1961-04-29 00:00:00,,Annette Herfkens,Turbulence: A True Story of Survival,female,http://www.wikidata.org/entity/Q4769079
wiki_9828,1984-01-01 00:00:00,,Anthony Marra,,male,http://www.wikidata.org/entity/Q4773014
wiki_9829,1804-04-30 00:00:00,1868-01-05 00:00:00,"Antônio Peregrino Maciel Monteiro, 2nd Baron of Itamaracá",,male,http://www.wikidata.org/entity/Q3274588
wiki_9830,1981-01-01 00:00:00,,Aprilynne Pike,,female,http://www.wikidata.org/entity/Q458509
wiki_9831,1948-01-01 00:00:00,,Aris Marangopoulos,,male,http://www.wikidata.org/entity/Q4790839
wiki_9832,1950-07-24 00:00:00,,Arliss Ryan,,female,http://www.wikidata.org/entity/Q4792418
wiki_9833,1871-07-01 00:00:00,1930-01-01 00:00:00,Arthur Robert Harding,,male,http://www.wikidata.org/entity/Q4800143
wiki_9834,1936-02-04 00:00:00,,Baqar Naqvi,,male,http://www.wikidata.org/entity/Q4857772
wiki_9835,1944-08-10 00:00:00,,Barbara Erskine,,female,http://www.wikidata.org/entity/Q541808
wiki_9836,1937-11-05 00:00:00,,Barbara Ramusack,,female,http://www.wikidata.org/entity/Q4859239
wiki_9837,1982-01-10 00:00:00,,Bastien Lecouffe-Deharme,,male,http://www.wikidata.org/entity/Q4868292
wiki_9838,1967-12-20 00:00:00,,Belinda Jones,,female,http://www.wikidata.org/entity/Q4882888
wiki_9839,1977-01-01 00:00:00,,Ben Crystal,,male,http://www.wikidata.org/entity/Q4885480
wiki_9840,1976-06-14 00:00:00,,Ben H. Winters,,male,http://www.wikidata.org/entity/Q4885768
wiki_9841,1985-02-12 00:00:00,,Ben Parr,,male,http://www.wikidata.org/entity/Q4886272
wiki_9842,1952-08-20 00:00:00,,Benjamin Taylor,,male,http://www.wikidata.org/entity/Q4889287
wiki_9843,1967-05-15 00:00:00,,Benka Pulko,,female,http://www.wikidata.org/entity/Q4889546
wiki_9844,1972-11-25 00:00:00,,Beth Cavener Stichter,,female,http://www.wikidata.org/entity/Q4897459
wiki_9845,1946-12-23 00:00:00,2011-04-21 00:00:00,Beverly Barton,,female,http://www.wikidata.org/entity/Q4899469
wiki_9846,1939-09-13 00:00:00,2012-05-25 00:00:00,Bhagwat Rawat,,male,http://www.wikidata.org/entity/Q4900697
wiki_9847,1978-07-29 00:00:00,,Bidisha,,female,http://www.wikidata.org/entity/Q4904190
wiki_9848,1963-11-19 00:00:00,,Bill Cameron,,male,http://www.wikidata.org/entity/Q4908392
wiki_9849,1953-08-18 00:00:00,,Bill Roorbach,,male,http://www.wikidata.org/entity/Q4910702
wiki_9850,1953-01-01 00:00:00,,Bill Waiser,,male,http://www.wikidata.org/entity/Q4911255
wiki_9851,1968-07-04 00:00:00,2010-05-12 00:00:00,Bree O'Mara,,female,http://www.wikidata.org/entity/Q4960162
wiki_9852,1955-10-30 00:00:00,,Brenda Chapman,,female,http://www.wikidata.org/entity/Q16727930
wiki_9853,1964-01-01 00:00:00,,Brenda Novak,,female,http://www.wikidata.org/entity/Q908592
wiki_9854,1965-11-18 00:00:00,,Brené Brown,,female,http://www.wikidata.org/entity/Q4961808
wiki_9855,1960-01-01 00:00:00,,Brian Hodge,,male,http://www.wikidata.org/entity/Q912348
wiki_9856,1946-10-17 00:00:00,,Bruce McAllister,,male,http://www.wikidata.org/entity/Q4977970
wiki_9857,1955-07-02 00:00:00,,Bruce Spizer,,male,http://www.wikidata.org/entity/Q4978303
wiki_9858,1984-09-01 00:00:00,,Caitlin Kittredge,,female,http://www.wikidata.org/entity/Q5017901
wiki_9859,1972-05-05 00:00:00,,Cameron Rogers,,male,http://www.wikidata.org/entity/Q5026358
wiki_9860,1872-09-07 00:00:00,1963-11-04 00:00:00,Carlos Magalhães de Azeredo,,male,http://www.wikidata.org/entity/Q2120116
wiki_9861,1953-05-12 00:00:00,,Carolyn Haines,,female,http://www.wikidata.org/entity/Q1044643
wiki_9862,1970-06-20 00:00:00,,Carrie Borzillo,,female,http://www.wikidata.org/entity/Q5046210
wiki_9863,1975-03-02 00:00:00,,Catarina Hurtig,,female,http://www.wikidata.org/entity/Q4955127
wiki_9864,1948-01-01 00:00:00,,Caterina Edwards,,female,http://www.wikidata.org/entity/Q5051914
wiki_9865,1981-12-25 00:00:00,,Chandra Free,,female,http://www.wikidata.org/entity/Q5071278
wiki_9866,1942-11-02 00:00:00,,Charlotte Mutsaers,,female,http://www.wikidata.org/entity/Q467583
wiki_9867,1969-01-01 00:00:00,,Chris Simms,,male,http://www.wikidata.org/entity/Q5108059
wiki_9868,1955-08-25 00:00:00,,Christopher Belton,,male,http://www.wikidata.org/entity/Q5111936
wiki_9869,1985-06-24 00:00:00,,Christopher Krovatin,,male,http://www.wikidata.org/entity/Q15437659
wiki_9870,1975-04-01 00:00:00,,Cinzia Giorgio,,female,http://www.wikidata.org/entity/Q3677343
wiki_9871,1932-05-21 00:00:00,,Dan Wakefield,,male,http://www.wikidata.org/entity/Q5214539
wiki_9872,1986-01-06 00:00:00,,Daniel O'Brien,,male,http://www.wikidata.org/entity/Q5218283
wiki_9873,1969-07-23 00:00:00,,Daniele Martinelli,,male,http://www.wikidata.org/entity/Q5219284
wiki_9874,1992-01-01 00:00:00,,David Whitley,,male,http://www.wikidata.org/entity/Q5241035
wiki_9875,1962-02-13 00:00:00,,Dawn Atkins,,female,http://www.wikidata.org/entity/Q5242418
wiki_9876,1974-12-13 00:00:00,,Derek Nikitas,,male,http://www.wikidata.org/entity/Q187399
wiki_9877,1969-07-16 00:00:00,,Diana Cage,,female,http://www.wikidata.org/entity/Q5271118
wiki_9878,1979-01-20 00:00:00,,Diana Peterfreund,,female,http://www.wikidata.org/entity/Q279361
wiki_9879,1949-08-20 00:00:00,,Doren Robbins,,male,http://www.wikidata.org/entity/Q5297714
wiki_9880,1965-01-01 00:00:00,,Duncan Weller,,male,http://www.wikidata.org/entity/Q5314651
wiki_9881,1967-09-13 00:00:00,,E. Lockhart,,female,http://www.wikidata.org/entity/Q5322028
wiki_9882,1948-06-23 00:00:00,,Earl Oliver,,male,http://www.wikidata.org/entity/Q5326033
wiki_9883,1932-03-12 00:00:00,2012-08-19 00:00:00,Edmund Skellings,,male,http://www.wikidata.org/entity/Q5339831
wiki_9884,1988-01-09 00:00:00,,Ekaterina Vaganova,,female,http://www.wikidata.org/entity/Q1759513
wiki_9885,1958-09-02 00:00:00,,Elizabeth Stuckey-French,,female,http://www.wikidata.org/entity/Q5363588
wiki_9886,1966-08-16 00:00:00,,Eric Litwin,,male,http://www.wikidata.org/entity/Q17916882
wiki_9887,1947-01-15 00:00:00,,Erling Pedersen,,male,http://www.wikidata.org/entity/Q1770177
wiki_9888,1945-11-03 00:00:00,,Eryue He,,male,http://www.wikidata.org/entity/Q5396554
wiki_9889,1948-03-08 00:00:00,,Francisco Azuela,,male,http://www.wikidata.org/entity/Q2564328
wiki_9890,1825-06-26 00:00:00,1889-06-28 00:00:00,Francisco Otaviano,,male,http://www.wikidata.org/entity/Q10285043
wiki_9891,1958-01-01 00:00:00,,Fred Curatolo,,male,http://www.wikidata.org/entity/Q5494935
wiki_9892,1982-07-31 00:00:00,,G. D. Falksen,,male,http://www.wikidata.org/entity/Q2525793
wiki_9893,1976-05-04 00:00:00,,Gail Carriger,,female,http://www.wikidata.org/entity/Q3333439
wiki_9894,1968-04-14 00:00:00,,Gayle Brandeis,,female,http://www.wikidata.org/entity/Q5528786
wiki_9895,1961-01-01 00:00:00,,Gillian Polack,,female,http://www.wikidata.org/entity/Q5562270
wiki_9896,1939-00-00 00:00:00,,Glenda Millard,,female,http://www.wikidata.org/entity/Q5568311
wiki_9897,1942-08-29 00:00:00,,Gordana Kuić,The Scent of Rain in the Balkans,female,http://www.wikidata.org/entity/Q1565362
wiki_9898,1855-10-20 00:00:00,1907-01-04 00:00:00,Govardhanram Tripathi,,male,http://www.wikidata.org/entity/Q3633979
wiki_9899,1964-06-07 00:00:00,,Grant Blackwood,,male,http://www.wikidata.org/entity/Q5596109
wiki_9900,1960-01-01 00:00:00,,Gustavo Dourado,,male,http://www.wikidata.org/entity/Q5621388
wiki_9901,1974-07-01 00:00:00,,H. M. Naqvi,,male,http://www.wikidata.org/entity/Q5628399
wiki_9902,1961-10-24 00:00:00,,Hadaa Sendoo,,male,http://www.wikidata.org/entity/Q5637549
wiki_9903,1930-07-11 00:00:00,,Harold Bloom,,male,http://www.wikidata.org/entity/Q345612
wiki_9904,1923-06-05 00:00:00,,Harry Mark Petrakis,,male,http://www.wikidata.org/entity/Q1586662
wiki_9905,1948-12-04 00:00:00,,Harry Shannon,,male,http://www.wikidata.org/entity/Q5672285
wiki_9906,1952-09-07 00:00:00,,Harvey Rosenfield,,male,http://www.wikidata.org/entity/Q16151952
wiki_9907,1951-07-05 00:00:00,,Hassan Nisar,,male,http://www.wikidata.org/entity/Q5679786
wiki_9908,1774-08-13 00:00:00,1823-09-11 00:00:00,Hipólito da Costa,,male,http://www.wikidata.org/entity/Q5102822
wiki_9909,1964-06-17 00:00:00,,Hope Edelman,,female,http://www.wikidata.org/entity/Q5899229
wiki_9910,1966-12-03 00:00:00,,Ian Sansom,,male,http://www.wikidata.org/entity/Q15437654
wiki_9911,1980-12-23 00:00:00,,Isaías D'Oleo Ochoa,,male,http://www.wikidata.org/entity/Q6079103
wiki_9912,1979-01-18 00:00:00,,István Cs. Bartos,,male,http://www.wikidata.org/entity/Q3680236
wiki_9913,1964-05-08 00:00:00,2014-11-10 00:00:00,J. F. Gonzalez,,male,http://www.wikidata.org/entity/Q15436105
wiki_9914,2000-01-01 00:00:00,,J. Robert King,,male,http://www.wikidata.org/entity/Q1676386
wiki_9915,1981-01-01 00:00:00,,JJ DeCeglie,,male,http://www.wikidata.org/entity/Q6108303
wiki_9916,1939-06-20 00:00:00,,Jack Fritscher,,male,http://www.wikidata.org/entity/Q6112596
wiki_9917,1956-06-07 00:00:00,,James Swain,,male,http://www.wikidata.org/entity/Q6143868
wiki_9918,1953-10-26 00:00:00,2016-04-14 00:00:00,James W. Huston,,male,http://www.wikidata.org/entity/Q14591063
wiki_9919,1969-12-08 00:00:00,,Jamie Parsley,,male,http://www.wikidata.org/entity/Q6147332
wiki_9920,1957-07-09 00:00:00,,Jan Knudsen,,male,http://www.wikidata.org/entity/Q6149276
wiki_9921,1965-11-25 00:00:00,,Jandy Nelson,,female,http://www.wikidata.org/entity/Q6150999
wiki_9922,1949-01-01 00:00:00,,Jane Wattenberg,,female,http://www.wikidata.org/entity/Q6152902
wiki_9923,1979-11-10 00:00:00,,Jason Pinter,,male,http://www.wikidata.org/entity/Q6163266
wiki_9924,1974-06-13 00:00:00,,Jeaniene Frost,,female,http://www.wikidata.org/entity/Q434494
wiki_9925,1948-03-30 00:00:00,2010-05-30 00:00:00,Jeanne Robinson,,female,http://www.wikidata.org/entity/Q4975117
wiki_9926,1947-03-19 00:00:00,2011-03-27 00:00:00,Jeff Andrus,The Jeweler's Shop,male,http://www.wikidata.org/entity/Q1686252
wiki_9927,1984-06-06 00:00:00,,Jeff Burk,,male,http://www.wikidata.org/entity/Q6173459
wiki_9928,1970-05-07 00:00:00,,Jeff Rabhan,,male,http://www.wikidata.org/entity/Q6174743
wiki_9929,1982-07-15 00:00:00,,Jeff Sampson,,male,http://www.wikidata.org/entity/Q6174890
wiki_9930,1982-01-01 00:00:00,,Jenn Ashworth,,female,http://www.wikidata.org/entity/Q6177688
wiki_9931,1956-10-14 00:00:00,,Jennell Jaquays,,female,http://www.wikidata.org/entity/Q4117080
wiki_9932,1957-00-00 00:00:00,,Jennifer Archer,,female,http://www.wikidata.org/entity/Q6178082
wiki_9933,1970-12-09 00:00:00,,Jennifer Brozek,,female,http://www.wikidata.org/entity/Q6178156
wiki_9934,1975-05-07 00:00:00,,Jennifer Storm,,female,http://www.wikidata.org/entity/Q6178854
wiki_9935,1982-11-15 00:00:00,,Jessica McHugh,,female,http://www.wikidata.org/entity/Q6187360
wiki_9936,1961-11-03 00:00:00,,Jim Lynch,,male,http://www.wikidata.org/entity/Q6196519
wiki_9937,1963-12-09 00:00:00,,John Helvin,,male,http://www.wikidata.org/entity/Q6238586
wiki_9938,1959-11-16 00:00:00,,John McFetridge,,male,http://www.wikidata.org/entity/Q6247753
wiki_9939,1972-01-01 00:00:00,,Jon Bonné,,male,http://www.wikidata.org/entity/Q6270419
wiki_9940,1978-12-27 00:00:00,,Jonas Hassen Khemiri,,male,http://www.wikidata.org/entity/Q1475327
wiki_9941,1980-01-01 00:00:00,,Jonathan Rand,,male,http://www.wikidata.org/entity/Q6274210
wiki_9942,1943-05-31 00:00:00,,Jonis Agee,,female,http://www.wikidata.org/entity/Q1540592
wiki_9943,1957-01-09 00:00:00,,Josephine Dickinson,,female,http://www.wikidata.org/entity/Q15437624
wiki_9944,1956-02-22 00:00:00,,Josh Alan Friedman,,male,http://www.wikidata.org/entity/Q15437852
wiki_9945,1968-01-01 00:00:00,,Josh Lacey,,male,http://www.wikidata.org/entity/Q15439701
wiki_9946,1967-08-22 00:00:00,2015-05-04 00:00:00,Joshua Ozersky,,male,http://www.wikidata.org/entity/Q15434927
wiki_9947,1939-10-11 00:00:00,,Joy J. Kaimaparamban,,male,http://www.wikidata.org/entity/Q6297159
wiki_9948,1948-11-18 00:00:00,,Katherine Orrison,,female,http://www.wikidata.org/entity/Q6376504
wiki_9949,1954-07-06 00:00:00,,Kathi Appelt,,female,http://www.wikidata.org/entity/Q6376594
wiki_9950,1967-09-11 00:00:00,,Kathleen Fuller,,female,http://www.wikidata.org/entity/Q6376714
wiki_9951,1969-01-01 00:00:00,,Kathryn Stuckutt,The Help,female,http://www.wikidata.org/entity/Q240515
wiki_9952,1958-04-08 00:00:00,,Kathy Page,,female,http://www.wikidata.org/entity/Q6377280
wiki_9953,1976-06-01 00:00:00,,Kavitha Balakrishnan,,female,http://www.wikidata.org/entity/Q6379311
wiki_9954,1968-01-01 00:00:00,,Keith Cullen,,male,http://www.wikidata.org/entity/Q6384243
wiki_9955,1943-08-03 00:00:00,,Kermit Moyer,,male,http://www.wikidata.org/entity/Q6394071
wiki_9956,1968-08-12 00:00:00,,Kimberly Dark,,female,http://www.wikidata.org/entity/Q6409914
wiki_9957,1971-05-25 00:00:00,,Kōtarō Isaka,,male,http://www.wikidata.org/entity/Q854737
wiki_9958,1889-03-11 00:00:00,1959-12-04 00:00:00,Lady Dorothy Mills,,female,http://www.wikidata.org/entity/Q15437019
wiki_9959,1977-07-18 00:00:00,,Laura Dave,,female,http://www.wikidata.org/entity/Q6498838
wiki_9960,1826-07-08 00:00:00,1864-09-28 00:00:00,Laurindo Rabelo,,male,http://www.wikidata.org/entity/Q6501838
wiki_9961,1919-06-05 00:00:00,2015-11-25 00:00:00,Lennart Hellsing,,male,http://www.wikidata.org/entity/Q717265
wiki_9962,1964-01-01 00:00:00,,Lesley Lokko,,female,http://www.wikidata.org/entity/Q4963456
wiki_9963,1833-01-27 00:00:00,1898-01-14 00:00:00,Lewis Carroll,Alice's Adventures in Wonderland	Through the Looking-Glass	The Hunting of the Snark	Jabberwocky,male,http://www.wikidata.org/entity/Q38082
wiki_9964,1954-01-01 00:00:00,,Liao Xiaoyi,,female,http://www.wikidata.org/entity/Q6540122
wiki_9965,1964-01-01 00:00:00,,Lierre Keith,,female,http://www.wikidata.org/entity/Q6544234
wiki_9966,1889-06-12 00:00:00,1938-12-22 00:00:00,Lilian Jeannette Rice,Lilian Jenette Rice House,female,http://www.wikidata.org/entity/Q6547693
wiki_9967,1975-02-06 00:00:00,,Lisa Shannon,,female,http://www.wikidata.org/entity/Q6558403
wiki_9968,1955-01-01 00:00:00,,Liza Donnelly,,female,http://www.wikidata.org/entity/Q6660387
wiki_9969,1965-03-06 00:00:00,,Lora Leigh,,female,http://www.wikidata.org/entity/Q6678704
wiki_9970,1976-02-01 00:00:00,2015-03-26 00:00:00,Luís Miguel Rocha,The Last Pope,male,http://www.wikidata.org/entity/Q538962
wiki_9971,1938-01-01 00:00:00,,Lyn Hancock,,female,http://www.wikidata.org/entity/Q12858970
wiki_9972,1971-01-01 00:00:00,,Manjul,,male,http://www.wikidata.org/entity/Q6750441
wiki_9973,1951-01-01 00:00:00,,Margarita Engle,,female,http://www.wikidata.org/entity/Q6760141
wiki_9974,1958-01-01 00:00:00,,Maria Lima,,female,http://www.wikidata.org/entity/Q6761362
wiki_9975,1940-03-12 00:00:00,,Maria Mazziotti Gillan,,female,http://www.wikidata.org/entity/Q6761420
wiki_9976,1953-01-01 00:00:00,2017-01-29 00:00:00,Mario Reading,,male,http://www.wikidata.org/entity/Q6764911
wiki_9977,1952-08-24 00:00:00,,Marion Bloem,,female,http://www.wikidata.org/entity/Q2294977
wiki_9978,1968-05-21 00:00:00,,Mark Teppo,,male,http://www.wikidata.org/entity/Q6769970
wiki_9979,1978-06-01 00:00:00,,Matthew Hittinger,,male,http://www.wikidata.org/entity/Q6790682
wiki_9980,1955-01-01 00:00:00,,Maura Stone,,female,http://www.wikidata.org/entity/Q6792633
wiki_9981,1940-01-25 00:00:00,2014-01-14 00:00:00,Maureen Wartski,,female,http://www.wikidata.org/entity/Q6792767
wiki_9982,1948-11-19 00:00:00,,Max Hardberger,,male,http://www.wikidata.org/entity/Q6794832
wiki_9983,1976-01-01 00:00:00,,Maxence Caron,,male,http://www.wikidata.org/entity/Q519864
wiki_9984,1969-01-01 00:00:00,,Megan Shull,,female,http://www.wikidata.org/entity/Q6808741
wiki_9985,1967-01-01 00:00:00,,Melissa Lucashenko,,female,http://www.wikidata.org/entity/Q6812772
wiki_9986,1948-01-01 00:00:00,,Michael F Smith,,male,http://www.wikidata.org/entity/Q6830190
wiki_9987,1954-09-20 00:00:00,,Michael J. Rosen,,male,http://www.wikidata.org/entity/Q6831494
wiki_9988,1942-05-25 00:00:00,,Michael Lally,,male,http://www.wikidata.org/entity/Q15437561
wiki_9989,1956-03-01 00:00:00,,Michael Wenberg,,male,http://www.wikidata.org/entity/Q6835283
wiki_9990,1961-01-25 00:00:00,,Miguel M. Abrahão,,male,http://www.wikidata.org/entity/Q477210
wiki_9991,1976-10-29 00:00:00,,Mohsen Emadi,,male,http://www.wikidata.org/entity/Q6894389
wiki_9992,1872-01-30 00:00:00,1925-12-08 00:00:00,Mário de Alencar,,male,http://www.wikidata.org/entity/Q6949758
wiki_9993,1976-11-29 00:00:00,,Mélanie Fazi,,female,http://www.wikidata.org/entity/Q3332880
wiki_9994,1963-01-01 00:00:00,,Natalie Jane Prior,,female,http://www.wikidata.org/entity/Q13570460
wiki_9995,1971-04-01 00:00:00,,Neal Bascomb,,male,http://www.wikidata.org/entity/Q6984057
wiki_9996,1971-07-12 00:00:00,,Nic Kelman,,male,http://www.wikidata.org/entity/Q7024282
wiki_9997,1983-10-22 00:00:00,,Nick Gerakines,,male,http://www.wikidata.org/entity/Q15439436
wiki_9998,1967-07-03 00:00:00,,Nigel Latta,,male,http://www.wikidata.org/entity/Q7032508
wiki_9999,1945-04-01 00:00:00,,Nikolaos van Dam,,male,http://www.wikidata.org/entity/Q2236173
wiki_10000,1969-01-29 00:00:00,,Néstor Barron,,male,http://www.wikidata.org/entity/Q3347223
wiki_10001,1973-04-21 00:00:00,,Olivier Paquet,,male,http://www.wikidata.org/entity/Q3351267
wiki_10002,1924-12-25 00:00:00,1998-10-14 00:00:00,Om Prakash Sharma,,male,http://www.wikidata.org/entity/Q16014184
wiki_10003,1940-00-00 00:00:00,,Oya Baydar,,female,http://www.wikidata.org/entity/Q446790
wiki_10004,1938-04-04 00:00:00,,P. Valsala,,female,http://www.wikidata.org/entity/Q7117598
wiki_10005,1922-01-10 00:00:00,,Paatje Phefferkorn,,male,http://www.wikidata.org/entity/Q7121484
wiki_10006,1879-01-01 00:00:00,1959-01-29 00:00:00,Pamela Wynne,,female,http://www.wikidata.org/entity/Q7129284
wiki_10007,1864-12-09 00:00:00,1894-11-24 00:00:00,Pardal Mallet,,male,http://www.wikidata.org/entity/Q7136512
wiki_10008,1927-10-08 00:00:00,2014-01-26 00:00:00,Patrick D. Smith,,male,http://www.wikidata.org/entity/Q7146319
wiki_10009,1977-08-07 00:00:00,,Patrick Holland,,male,http://www.wikidata.org/entity/Q7146747
wiki_10010,1957-04-23 00:00:00,,Patrik Ouředník,,male,http://www.wikidata.org/entity/Q439209
wiki_10011,1977-08-24 00:00:00,,Paul Jessup,,male,http://www.wikidata.org/entity/Q7151584
wiki_10012,1837-01-29 00:00:00,1874-02-24 00:00:00,Pedro de Calasans,,male,http://www.wikidata.org/entity/Q7160027
wiki_10013,1969-06-04 00:00:00,,Peter Fribbins,,male,http://www.wikidata.org/entity/Q7174093
wiki_10014,1948-09-21 00:00:00,,Phil Town,,male,http://www.wikidata.org/entity/Q2085719
wiki_10015,1964-10-05 00:00:00,,Philip A. Haigh,,male,http://www.wikidata.org/entity/Q7183096
wiki_10016,1947-02-21 00:00:00,,Pirmin Meier,,male,http://www.wikidata.org/entity/Q121467
wiki_10017,1945-04-27 00:00:00,,Prapanchan,,male,http://www.wikidata.org/entity/Q3530811
wiki_10018,1947-01-01 00:00:00,,Rabindranath Maharaj,,male,http://www.wikidata.org/entity/Q7278764
wiki_10019,1981-06-08 00:00:00,,Rachel Held Evans,,female,http://www.wikidata.org/entity/Q7279267
wiki_10020,1984-07-31 00:00:00,,Rachel McCarthy,,female,http://www.wikidata.org/entity/Q7279327
wiki_10021,1970-09-20 00:00:00,,Rachel Rose,,female,http://www.wikidata.org/entity/Q7279380
wiki_10022,1950-01-01 00:00:00,,Rahat Indori,,male,http://www.wikidata.org/entity/Q7283319
wiki_10023,1859-05-13 00:00:00,1911-09-13 00:00:00,Raimundo Correia,,male,http://www.wikidata.org/entity/Q1338991
wiki_10024,1893-01-23 00:00:00,1979-03-11 00:00:00,Rallapalli Anantha Krishna Sharma,,male,http://www.wikidata.org/entity/Q7287032
wiki_10025,1964-04-17 00:00:00,,Ray Kluun,,male,http://www.wikidata.org/entity/Q2481123
wiki_10026,2000-01-01 00:00:00,,Richard Alexander Arnold,,male,http://www.wikidata.org/entity/Q462014
wiki_10027,1967-08-11 00:00:00,,Richard J. Denning,,male,http://www.wikidata.org/entity/Q15438001
wiki_10028,1952-12-06 00:00:00,,Richard Montanari,,male,http://www.wikidata.org/entity/Q977700
