id,hotel name,hotel_name-href,address_street,address_district,address_zip,address_country,number_reviews,rating,check-in from,check-out until,check-in until,check-out from,stars,Family rooms,Non-smoking rooms
423,Flaminio Village Bungalow Park,"https://www.booking.com/hotel/it/flaminiovillage.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=44da118f17e700f4&sr_order=hpe&ucfs=1&srpvid=44da118f17e700f4&srepoch=1540520991&room1=A,A&hpos=7&hapos=307&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X307&from=searchresults;highlight_room=#hotelTmpl",Via Flaminia Nuova 821,Tor Di Quinto,00189 Rome,Italy,1797,8,15:00,10:00,0:00,7:00,,TRUE,FALSE
424,Affittacamere Tiburstation 2,"https://www.booking.com/hotel/it/tiburstation-2.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=cd2f0db08d080390&sr_order=hpe&ucfs=1&srpvid=cd2f0db08d080390&srepoch=1540519009&room1=A,A&hpos=9&hapos=744&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X744&from=searchresults;highlight_room=#hotelTmpl",Via Tiburtina 548,Tiburtino,00159 Rome,Italy,105,7.9,15:00,10:00,21:00,7:00,,FALSE,TRUE
425,I Sette Colli B&B,"https://www.booking.com/hotel/it/i-sette-colli-b-amp-b.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e8b61106a6510105&sr_order=hpe&ucfs=1&srpvid=e8b61106a6510105&srepoch=1540520718&room1=A,A&hpos=15&hapos=375&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X375&from=searchresults;highlight_room=#hotelTmpl",Via Anastasio II  416,null,00165 Rome,Italy,43,8.6,12:00,11:00,21:00,8:00,,TRUE,TRUE
426,Mr Piece B&B,"https://www.booking.com/hotel/it/mr-piece-b.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=9d48107d9d6c000a&sr_order=hpe&ucfs=1&srpvid=9d48107d9d6c000a&srepoch=1540520444&room1=A,A&hpos=7&hapos=427&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X427&from=searchresults;highlight_room=#hotelTmpl",Piazza Santa Croce In Gerusalemme 1,Central Station,00185 Rome,Italy,57,7.7,12:00,10:00,22:00,8:00,,FALSE,TRUE
427,Adorasuite B&B,"https://www.booking.com/hotel/it/adorasuite-b.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=65f8103b1df500a1&sr_order=hpe&ucfs=1&srpvid=65f8103b1df500a1&srepoch=1540520311&room1=A,A&hpos=3&hapos=453&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X453&from=searchresults;highlight_room=#hotelTmpl",Via Filippo Turati 28,Central Station,00185 Rome,Italy,129,8,13:00,10:30,0:00,0:00,,FALSE,TRUE
428,Al 138 Town House,"https://www.booking.com/hotel/it/al138-town-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=fd090b90c98e0306&sr_order=hpe&ucfs=1&srpvid=fd090b90c98e0306&srepoch=1540517921&room1=A,A&hpos=14&hapos=989&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X989&from=searchresults;highlight_room=#hotelTmpl",Viale Di Trastevere 138,Trastevere,00153 Rome,Italy,103,9.3,14:00,10:00,22:00,8:30,,FALSE,TRUE
429,Enjoy Vatican,"https://www.booking.com/hotel/it/dea-vatican-domus.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=1763134ff1030129&sr_order=hpe&ucfs=1&srpvid=1763134ff1030129&srepoch=1540521886&room1=A,A&hpos=6&hapos=111&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X111&from=searchresults;highlight_room=#hotelTmpl",Via Pomponazzi 3,Vatican City - Prati,00192 Rome,Italy,75,9.4,15:00,11:00,21:00,10:00,,FALSE,TRUE
430,Rome Orange Inn,"https://www.booking.com/hotel/it/rome-orange-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=adca11d3b6e40072&sr_order=hpe&ucfs=1&srpvid=adca11d3b6e40072&srepoch=1540521127&room1=A,A&hpos=6&hapos=276&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X276&from=searchresults;highlight_room=#hotelTmpl",Via Buonarroti 39,Central Station,00185 Rome,Italy,494,8.5,13:00,10:00,23:00,4:00,,TRUE,TRUE
431,Caroline Suite,"https://www.booking.com/hotel/it/caroline-suite.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=804d0ea04c4400d4&sr_order=hpe&ucfs=1&srpvid=804d0ea04c4400d4&srepoch=1540519488&room1=A,A&hpos=7&hapos=637&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X637&from=searchresults;highlight_room=#hotelTmpl",Via Milazzo 14,Central Station,00185 Rome,Italy,486,8,12:00,null,null,10:00,,TRUE,TRUE
432,san lorenzo hostel,"https://www.booking.com/hotel/it/san-lorenzo-hostel.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=67fb0ec2ecd90071&sr_order=hpe&ucfs=1&srpvid=67fb0ec2ecd90071&srepoch=1540519557&room1=A,A&hpos=12&hapos=627&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X627&from=searchresults;highlight_room=#hotelTmpl",via dello scalo di san lorenzo 71,San Lorenzo,00185 Rome,Italy,11,7.8,14:00,10:00,20:00,2:00,,TRUE,FALSE
433,B&B Roman Rooms,"https://www.booking.com/hotel/it/b-roma31.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=65f8103b1df500a1&sr_order=hpe&ucfs=1&srpvid=65f8103b1df500a1&srepoch=1540520311&room1=A,A&hpos=2&hapos=452&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X452&from=searchresults;highlight_room=#hotelTmpl",Via Carlo Alberto 26,Central Station,00185 Rome,Italy,188,8.3,12:00,null,17:00,10:00,,FALSE,TRUE
434,Hotel Center 1&2,"https://www.booking.com/hotel/it/hotelcenteronelazio.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=9d48107d9d6c000a&sr_order=hpe&ucfs=1&srpvid=9d48107d9d6c000a&srepoch=1540520444&room1=A,A&hpos=2&hapos=422&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X422&from=searchresults;highlight_room=#hotelTmpl",Via G. Giolitti 433,Central Station,00185 Rome,Italy,1712,6.5,14:00,null,null,11:00,3,TRUE,TRUE
435,Emily House,"https://www.booking.com/hotel/it/emily-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=79e70c3969d901bc&sr_order=hpe&ucfs=1&srpvid=79e70c3969d901bc&srepoch=1540518259&room1=A,A&hpos=15&hapos=915&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X915&from=searchresults;highlight_room=#hotelTmpl",Via Muzio Attendolo 43,Prenestino,00176 Rome,Italy,152,8,15:00,11:30,22:00,6:00,,FALSE,TRUE
436,Apartment  House Grimaldi,"https://www.booking.com/hotel/it/casa-grimaldi-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=247e101858bc0267&sr_order=hpe&ucfs=1&srpvid=247e101858bc0267&srepoch=1540520242&room1=A,A&hpos=8&hapos=473&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X473&from=searchresults;highlight_room=#hotelTmpl",Via Francesco Grimaldi  112,null,00146 Rome,Italy,9,8.1,14:00,10:00,20:00,0:00,,FALSE,FALSE
437,Liayi family hotel?????????,"https://www.booking.com/hotel/it/liayi-b-amp-b.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=90d50f05114c0306&sr_order=hpe&ucfs=1&srpvid=90d50f05114c0306&srepoch=1540519690&room1=A,A&hpos=2&hapos=587&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X587&from=searchresults;highlight_room=#hotelTmpl",Via Ricasoli  19,null,00185 Rome,Italy,125,8,13:00,10:30,22:00,8:00,,TRUE,TRUE
438,Apartment  Opius home,"https://www.booking.com/hotel/it/opius-home.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=2c4511b17d1300a9&sr_order=hpe&ucfs=1&srpvid=2c4511b17d1300a9&srepoch=1540521059&room1=A,A&hpos=1&hapos=286&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X286&from=searchresults;highlight_room=#hotelTmpl",Via Merulana 117,Rione Monti,00185 Rome,Italy,26,8.7,15:00,11:00,22:30,9:00,,FALSE,FALSE
439,Amoromaonline,"https://www.booking.com/hotel/it/amoromaonline.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=12010e17e6ad006b&sr_order=hpe&ucfs=1&srpvid=12010e17e6ad006b&srepoch=1540519215&room1=A,A&hpos=1&hapos=691&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X691&from=searchresults;highlight_room=#hotelTmpl",Via Rattazzi 2F,Central Station,00185 Rome,Italy,294,8.1,14:00,10:00,22:00,3:00,,TRUE,TRUE
440,Vittoria Guest House,"https://www.booking.com/hotel/it/vittoria-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=597e0d4b58730121&sr_order=hpe&ucfs=1&srpvid=597e0d4b58730121&srepoch=1540518807&room1=A,A&hpos=1&hapos=781&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X781&from=searchresults;highlight_room=#hotelTmpl",Via Gaio Melisso 45,Appio Latino,00175 Rome,Italy,191,9.4,16:00,11:00,20:00,5:00,,FALSE,TRUE
441,Laterani Guest House,"https://www.booking.com/hotel/it/laterani-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=391c1396bc57004d&sr_order=hpe&ucfs=1&srpvid=391c1396bc57004d&srepoch=1540522028&room1=A,A&hpos=13&hapos=88&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X88&from=searchresults;highlight_room=#hotelTmpl",Via dei Laterani 28,San Giovanni,00184 Rome,Italy,68,8.7,13:00,11:00,20:00,10:00,,TRUE,TRUE
442,B&B Alex e Cris,"https://www.booking.com/hotel/it/b-amp-b-alex-e-cris.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=f4c913b999eb00e6&sr_order=hpe&ucfs=1&srpvid=f4c913b999eb00e6&srepoch=1540522099&room1=A,A&hpos=6&hapos=66&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X66&from=searchresults;highlight_room=#hotelTmpl",Via Giordano Bruno 47,Vatican City - Prati,00195 Rome,Italy,669,8.9,12:00,null,0:00,10:00,,TRUE,TRUE
443,B&B Casa Torpì,"https://www.booking.com/hotel/it/b-amp-b-casa-torpi.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=ca720d2aa884026c&sr_order=hpe&ucfs=1&srpvid=ca720d2aa884026c&srepoch=1540518741&room1=A,A&hpos=10&hapos=805&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X805&from=searchresults;highlight_room=#hotelTmpl",Via di Acqua Bullicante  110,null,00177 Rome,Italy,92,9.1,12:30,11:00,23:30,6:30,,TRUE,TRUE
444,Apartment  Aurelio Commodo Apartment,"https://www.booking.com/hotel/it/aurelio-commodo-apartment.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=baa30bd321ba0181&sr_order=hpe&ucfs=1&srpvid=baa30bd321ba0181&srepoch=1540518055&room1=A,A&hpos=9&hapos=954&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X954&from=searchresults;highlight_room=#hotelTmpl",Via Aurelia  641,null,00165 Rome,Italy,56,8.8,15:00,10:30,20:00,7:30,,FALSE,TRUE
445,Holiday home  Casa Vacanze La Bomboniera,"https://www.booking.com/hotel/it/casa-vacanze-la-bomboniera.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=566c1216bfd80111&sr_order=hpe&ucfs=1&srpvid=566c1216bfd80111&srepoch=1540521261&room1=A,A&hpos=6&hapos=246&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X246&from=searchresults;highlight_room=#hotelTmpl",Via Generale Bencivenga  32D,null,00141 Rome,Italy,63,9.5,14:00,null,23:00,10:00,,FALSE,TRUE
446,Double B Ferruccio II,"https://www.booking.com/hotel/it/easy-holidays.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=42a310e431a8011d&sr_order=hpe&ucfs=1&srpvid=42a310e431a8011d&srepoch=1540520649&room1=A,A&hpos=7&hapos=382&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X382&from=searchresults;highlight_room=#hotelTmpl",Via Ferruccio 44 piano primo  interno 6,null,00185 Rome,Italy,192,8,12:00,10:00,18:00,9:00,,FALSE,FALSE
447,Madre Chiara Domus,"https://www.booking.com/hotel/it/madre-chiara-domus.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=74b312e50810010d&sr_order=hpe&ucfs=1&srpvid=74b312e50810010d&srepoch=1540521676&room1=A,A&hpos=12&hapos=162&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X162&from=searchresults;highlight_room=#hotelTmpl",Via Eugenio IV 42,Trionfale,00167 Rome,Italy,574,8.8,13:00,null,20:00,10:30,,TRUE,TRUE
448,B&B Meret,"https://www.booking.com/hotel/it/b-amp-b-meret.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=adca11d3b6e40072&sr_order=hpe&ucfs=1&srpvid=adca11d3b6e40072&srepoch=1540521127&room1=A,A&hpos=15&hapos=285&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X285&from=searchresults;highlight_room=#hotelTmpl",Via Del Castro Pretorio 28,Central Station,00185 Rome,Italy,116,7.9,13:30,10:30,21:00,10:00,,TRUE,TRUE
449,Nearby Termini Rooms,"https://www.booking.com/hotel/it/domus-vittorio-luo-ma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=44da118f17e700f4&sr_order=hpe&ucfs=1&srpvid=44da118f17e700f4&srepoch=1540520991&room1=A,A&hpos=3&hapos=303&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X303&from=searchresults;highlight_room=#hotelTmpl",piazzavittorioemanuele II 70,Central Station,00185 Rome,Italy,65,7.5,13:00,10:30,23:00,6:00,,TRUE,FALSE
450,Ritmo Blues B&B,"https://www.booking.com/hotel/it/ritmo-blues-bed-and-breakfast.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=1763134ff1030129&sr_order=hpe&ucfs=1&srpvid=1763134ff1030129&srepoch=1540521886&room1=A,A&hpos=2&hapos=107&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X107&from=searchresults;highlight_room=#hotelTmpl",Via Cairoli 115  Scala B  Int.4,Central Station,00185 Rome,Italy,372,8.5,11:00,10:00,23:30,0:00,,TRUE,TRUE
451,Idea Hotel Roma Nomentana,"https://www.booking.com/hotel/it/cascina-palace.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=45d80d0785440044&sr_order=hpe&ucfs=1&srpvid=45d80d0785440044&srepoch=1540518671&room1=A,A&hpos=4&hapos=814&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X814&from=searchresults;highlight_room=#hotelTmpl",Via Attilio Benigni 7,Tiburtino,00156 Rome,Italy,994,7.2,14:00,null,null,12:00,3,TRUE,TRUE
452,Garià,"https://www.booking.com/hotel/it/garia.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=fd090b90c98e0306&sr_order=hpe&ucfs=1&srpvid=fd090b90c98e0306&srepoch=1540517921&room1=A,A&hpos=9&hapos=984&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X984&from=searchresults;highlight_room=#hotelTmpl",Piazzale delle Province 8,Nomentano,00162 Rome,Italy,155,6.7,14:00,null,0:00,9:00,,FALSE,FALSE
453,Aparthotel  Iron Bridge Accommodation,"https://www.booking.com/hotel/it/iron-bridge-accomodation.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=cd2f0db08d080390&sr_order=hpe&ucfs=1&srpvid=cd2f0db08d080390&srepoch=1540519009&room1=A,A&hpos=4&hapos=739&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X739&from=searchresults;highlight_room=#hotelTmpl",Via Pacinotti 6B,Trastevere,00146 Rome,Italy,466,6.5,14:00,null,22:00,10:00,,TRUE,FALSE
454,Hotel Corallo,"https://www.booking.com/hotel/it/hotelcorallorome.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=2c4511b17d1300a9&sr_order=hpe&ucfs=1&srpvid=2c4511b17d1300a9&srepoch=1540521059&room1=A,A&hpos=13&hapos=298&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X298&from=searchresults;highlight_room=#hotelTmpl",Via Palestro 44,Central Station,00185 Rome,Italy,1436,7.7,14:00,null,null,11:00,2,TRUE,TRUE
455,B&B Il Maritozzo,"https://www.booking.com/hotel/it/b-amp-b-il-maritozzo.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=d5c913087bb100de&sr_order=hpe&ucfs=1&srpvid=d5c913087bb100de&srepoch=1540521745&room1=A,A&hpos=9&hapos=144&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X144&from=searchresults;highlight_room=#hotelTmpl",Viale Furio Camillo 99,Appio Latino,00181 Rome,Italy,211,8.6,12:00,11:00,18:00,9:00,,FALSE,TRUE
456,suad guest house,"https://www.booking.com/hotel/it/suad-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=804d0ea04c4400d4&sr_order=hpe&ucfs=1&srpvid=804d0ea04c4400d4&srepoch=1540519489&room1=A,A&hpos=8&hapos=638&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X638&from=searchresults;highlight_room=#hotelTmpl",78 Via Castelfidardo,Central Station,00185 Rome,Italy,66,7.8,14:00,11:00,23:00,5:30,,FALSE,TRUE
457,Le Poesie di Roma,"https://www.booking.com/hotel/it/contemporaneo-rooms.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=c5ea0b6e6aeb00ca&sr_order=hpe&ucfs=1&srpvid=c5ea0b6e6aeb00ca&srepoch=1540517854&room1=A,A&hpos=1&hapos=991&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X991&from=searchresults;highlight_room=#hotelTmpl",Via Dell'Esquilino 38,Central Station,00185 Rome,Italy,76,7.9,14:00,10:00,19:00,9:30,,FALSE,TRUE
458,Holiday home  Sofia Holiday Home,"https://www.booking.com/hotel/it/sofia-roma.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=f4c913b999eb00e6&sr_order=hpe&ucfs=1&srpvid=f4c913b999eb00e6&srepoch=1540522099&room1=A,A&hpos=4&hapos=64&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X64&from=searchresults;highlight_room=#hotelTmpl",Via Torino 150,Central Station,00185 Rome,Italy,123,7.9,12:00,10:30,22:30,5:00,,FALSE,TRUE
459,Al Iram Guest House,"https://www.booking.com/hotel/it/al-iram-guest-house.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=e1e20ce4ea6703bb&sr_order=hpe&ucfs=1&srpvid=e1e20ce4ea6703bb&srepoch=1540518601&room1=A,A&hpos=14&hapos=839&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X839&from=searchresults;highlight_room=#hotelTmpl",22 Via Napoleone III  Interno 2,null,00185 Rome,Italy,85,7.5,13:00,null,0:00,10:30,,FALSE,TRUE
460,La Luna B&B,"https://www.booking.com/hotel/it/la-luna-b-amp-b.en-gb.html?aid=304142&label=gen173nr-1FCAEoggJCAlhYSDNYBGg7iAEBmAEuwgEDYWJuyAEM2AEB6AEB-AELkgIBeagCBA&sid=59dbb86d99c3a360e751ad08c5a365bb&srpvid=67fb0e7eefab001e&sr_order=hpe&ucfs=1&srpvid=67fb0e7eefab001e&srepoch=1540519422&room1=A,A&hpos=2&hapos=647&dest_type=city&dest_id=-126693&srfid=144fa23f528523cc98c3c83d05170f2c585d0074X647&from=searchresults;highlight_room=#hotelTmpl",Via Quintino Sella 3 (check in presso Hotel Sallustio  Via Flavia,null,00187 Rome,Italy,105,7.1,13:00,10:00,18:00,3:00,,FALSE,FALSE
